Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount(in hundreds)
902,01-06-2023,CUST902,Female,54,Beauty,1,50,0.5
903,27-04-2023,CUST903,Female,51,Beauty,4,50,2
904,04-07-2023,CUST904,Male,28,Clothing,1,500,5
905,02-04-2023,CUST905,Male,58,Beauty,1,300,3
906,04-06-2023,CUST906,Female,20,Clothing,1,50,0.5
907,08-01-2023,CUST907,Female,45,Electronics,1,25,0.25
908,29-12-2023,CUST908,Male,46,Beauty,4,300,12
909,01-10-2023,CUST909,Male,26,Electronics,1,300,3
910,06-03-2023,CUST910,Female,20,Beauty,3,50,1.5
911,21-05-2023,CUST911,Male,42,Electronics,3,300,9
912,24-01-2023,CUST912,Male,51,Beauty,3,50,1.5
913,28-01-2023,CUST913,Male,29,Electronics,3,30,0.9
914,11-10-2023,CUST914,Female,59,Electronics,1,500,5
915,30-05-2023,CUST915,Female,26,Beauty,3,30,0.9
916,24-12-2023,CUST916,Female,32,Electronics,1,50,0.5
917,06-03-2023,CUST917,Female,57,Electronics,4,50,2
918,23-11-2023,CUST918,Female,42,Electronics,3,30,0.9
919,09-09-2023,CUST919,Female,22,Beauty,2,25,0.5
920,22-02-2023,CUST920,Female,28,Beauty,3,25,0.75
921,07-01-2023,CUST921,Male,51,Electronics,3,25,0.75
922,21-10-2023,CUST922,Male,41,Electronics,1,50,0.5
923,26-05-2023,CUST923,Male,32,Beauty,3,300,9
924,29-08-2023,CUST924,Male,55,Beauty,2,50,1
925,03-09-2023,CUST925,Male,25,Electronics,1,300,3
926,14-08-2023,CUST926,Male,22,Electronics,1,30,0.3
927,24-06-2023,CUST927,Male,43,Electronics,4,500,20
928,05-04-2023,CUST928,Female,35,Clothing,4,300,12
929,27-01-2023,CUST929,Female,23,Beauty,3,25,0.75
930,10-05-2023,CUST930,Male,54,Clothing,4,50,2
931,02-09-2023,CUST931,Male,30,Beauty,4,30,1.2
932,28-02-2023,CUST932,Female,45,Beauty,4,25,1
933,03-02-2023,CUST933,Male,22,Beauty,1,30,0.3
934,25-07-2023,CUST934,Male,30,Beauty,1,500,5
935,09-09-2023,CUST935,Female,34,Beauty,1,50,0.5
936,07-02-2023,CUST936,Male,57,Beauty,4,50,2
937,23-10-2023,CUST937,Female,62,Beauty,1,500,5
938,19-11-2023,CUST938,Male,49,Clothing,4,50,2
939,18-12-2023,CUST939,Female,46,Electronics,1,300,3
940,28-01-2023,CUST940,Female,20,Electronics,1,30,0.3
941,19-03-2023,CUST941,Female,57,Clothing,2,25,0.5
942,18-03-2023,CUST942,Male,51,Clothing,3,500,15
943,16-10-2023,CUST943,Female,57,Clothing,4,300,12
944,05-06-2023,CUST944,Male,44,Clothing,2,25,0.5
945,13-02-2023,CUST945,Male,30,Beauty,1,25,0.25
946,08-05-2023,CUST946,Male,62,Electronics,4,500,20
947,02-03-2023,CUST947,Male,50,Beauty,1,300,3
948,13-10-2023,CUST948,Female,23,Electronics,3,25,0.75
949,02-08-2023,CUST949,Female,41,Electronics,2,25,0.5
950,07-11-2023,CUST950,Male,36,Clothing,3,300,9
951,02-11-2023,CUST951,Male,33,Beauty,2,50,1
952,13-11-2023,CUST952,Female,57,Clothing,1,25,0.25
953,26-04-2023,CUST953,Male,45,Beauty,3,30,0.9
954,25-09-2023,CUST954,Female,50,Electronics,3,300,9
955,14-07-2023,CUST955,Male,58,Clothing,1,25,0.25
956,19-08-2023,CUST956,Male,30,Clothing,3,500,15
957,15-08-2023,CUST957,Female,60,Electronics,4,30,1.2
958,02-06-2023,CUST958,Male,62,Electronics,2,25,0.5
959,29-10-2023,CUST959,Female,42,Electronics,2,30,0.6
960,08-08-2023,CUST960,Male,59,Clothing,2,30,0.6
961,06-06-2023,CUST961,Male,53,Beauty,4,50,2
962,19-10-2023,CUST962,Male,44,Clothing,2,30,0.6
963,14-11-2023,CUST963,Female,55,Beauty,1,50,0.5
964,31-01-2023,CUST964,Male,24,Clothing,3,300,9
965,09-11-2023,CUST965,Male,22,Clothing,4,50,2
966,20-02-2023,CUST966,Male,60,Electronics,2,500,10
967,17-04-2023,CUST967,Male,62,Beauty,1,25,0.25
968,17-11-2023,CUST968,Female,48,Clothing,3,300,9
969,19-04-2023,CUST969,Female,40,Clothing,3,300,9
970,16-05-2023,CUST970,Male,59,Electronics,4,500,20
971,05-12-2023,CUST971,Female,27,Electronics,4,50,2
972,11-02-2023,CUST972,Male,49,Beauty,4,25,1
973,22-03-2023,CUST973,Male,60,Clothing,1,50,0.5
974,03-05-2023,CUST974,Male,47,Beauty,1,30,0.3
975,30-03-2023,CUST975,Female,56,Clothing,4,50,2
976,10-10-2023,CUST976,Female,48,Beauty,2,300,6
977,08-02-2023,CUST977,Female,35,Electronics,3,25,0.75
978,22-03-2023,CUST978,Female,53,Clothing,3,50,1.5
979,02-01-2023,CUST979,Female,19,Beauty,1,25,0.25
980,29-07-2023,CUST980,Female,31,Electronics,3,25,0.75
981,19-08-2023,CUST981,Female,30,Electronics,2,30,0.6
982,19-12-2023,CUST982,Female,46,Beauty,3,30,0.9
983,01-11-2023,CUST983,Female,29,Clothing,1,300,3
984,29-08-2023,CUST984,Male,56,Clothing,1,500,5
985,30-05-2023,CUST985,Female,19,Electronics,2,25,0.5
986,17-01-2023,CUST986,Female,49,Clothing,2,500,10
987,29-04-2023,CUST987,Female,30,Clothing,3,300,9
988,28-05-2023,CUST988,Female,63,Clothing,3,25,0.75
989,28-12-2023,CUST989,Female,44,Electronics,1,25,0.25
990,25-05-2023,CUST990,Female,58,Beauty,2,500,10
991,26-12-2023,CUST991,Female,34,Clothing,2,50,1
992,21-08-2023,CUST992,Female,57,Electronics,2,30,0.6
993,06-02-2023,CUST993,Female,48,Electronics,3,50,1.5
994,18-12-2023,CUST994,Female,51,Beauty,2,500,10
995,30-04-2023,CUST995,Female,41,Clothing,1,30,0.3
996,16-05-2023,CUST996,Male,62,Clothing,1,50,0.5
997,17-11-2023,CUST997,Male,52,Beauty,3,30,0.9
998,29-10-2023,CUST998,Female,23,Beauty,4,25,1
999,05-12-2023,CUST999,Female,36,Electronics,3,50,1.5
1000,12-04-2023,CUST1000,Male,47,Electronics,4,30,1.2
